basic_hotelNo,basic_hotelName,basic_hotelInformationUrl,basic_planListUrl,basic_dpPlanListUrl,basic_reviewUrl,basic_hotelKanaName,basic_hotelSpecial,basic_hotelMinCharge,basic_latitude,basic_longitude,basic_postalCode,basic_address1,basic_address2,basic_telephoneNo,basic_faxNo,basic_access,basic_parkingInformation,basic_nearestStation,basic_hotelImageUrl,basic_hotelThumbnailUrl,basic_roomImageUrl,basic_roomThumbnailUrl,basic_hotelMapImageUrl,basic_reviewCount,basic_reviewAverage,basic_userReview,room_roomClass,room_roomName,room_planId,room_planName,room_pointRate,room_withDinnerFlag,room_dinnerSelectFlag,room_withBreakfastFlag,room_breakfastSelectFlag,room_payment,room_reserveUrl,room_salesformFlag,charge_stayDate,charge_rakutenCharge,charge_total,charge_chargeFlag
160640,ニュー筑水荘,https://img.travel.rakuten.co.jp/image/tr/api/re/pvonD/?f_no=160640,https://img.travel.rakuten.co.jp/image/tr/api/re/vFumt/?f_no=160640&f_flg=PLAN,https://img.travel.rakuten.co.jp/image/tr/api/re/WzozX/?noTomariHotel=160640,https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=160640,にゅーちくすいそう,2022年9月一部リニューアル済！天然温泉と美味しい料理でおもてなし。ビジネスも観光もお待ちしております！,4950,120054.27,470800.17,839-1304,福岡県,うきは市吉井町千年596,0943-74-5555,0943-74-5566,筑後吉井駅から車で約10分。朝倉I.Cから車で約15分。博多からは高速バスで朝倉迄が早くてお得！,有り　１００台　無料　予約不要,うきは,https://img.travel.rakuten.co.jp/share/HOTEL/160640/160640.jpg,https://img.travel.rakuten.co.jp/HIMG/90/160640.jpg,https://img.travel.rakuten.co.jp/share/HOTEL/160640/160640_sho1.jpg,https://img.travel.rakuten.co.jp/HIMG/INTERIOR/160640.jpg,https://img.travel.rakuten.co.jp/share/HOTEL/160640/160640map.gif,64.0,4.09,"懐かしさのあるレトロな雰囲気のホテルです。桜の時期だなあ、と自宅で何気なくテレビを観ていてこちらのホテルの桜が近々伐採される...とお話しがあり、立派な…　2026-04-04 14:26:31投稿 <a href=""https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=160640"" class=""3click"">つづきはこちら</a>",3w6,３Ｆ和室６畳【シングルベッド】,5559985.0,【素泊り】ビジネスに湯治に☆温泉素泊り♪,1,0,0,0,0,1,https://img.travel.rakuten.co.jp/image/tr/api/re/IdsCY/?f_no=160640&f_syu=3w6&f_hi1=2026-04-15&f_hi2=2026-04-16&f_heya_su=1&f_otona_su=1&f_s1=0&f_s2=0&f_y1=0&f_y2=0&f_y3=0&f_y4=0&f_camp_id=5559985,0,2026-04-15,4950,4950,0
187885,フェアフィールド・バイ・マリオット・福岡うきは,https://img.travel.rakuten.co.jp/image/tr/api/re/pvonD/?f_no=187885,https://img.travel.rakuten.co.jp/image/tr/api/re/vFumt/?f_no=187885&f_flg=PLAN,https://img.travel.rakuten.co.jp/image/tr/api/re/WzozX/?noTomariHotel=187885,https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=187885,ふぇあふぃーるど･ばい･まりおっと･ふくおかうきは,筑後平野を一望できる道の駅「うきは」に隣接。観光農園でフルーツ狩りや風情豊な筑後吉井の白壁のまち並み散策も◎,6353,119990.79,470957.82,839-1408,福岡県,うきは市浮羽町山北734-6,06-6743-4750,06-6743-4584,JRうきは駅より車で約7分。杷木 ICより車で10分。,有り　先着順　【ホテル専用駐車場／ホテル裏共同利用駐車場】をご利用ください,うきは,https://img.travel.rakuten.co.jp/share/HOTEL/187885/187885.jpg,https://img.travel.rakuten.co.jp/HIMG/90/187885.jpg,,,https://img.travel.rakuten.co.jp/share/HOTEL/187885/187885map.gif,25.0,4.58,,ukitwin,【禁煙】ツインルーム　25平米/ベッド幅120cm×2台,6431378.0,＜1泊限定・最大20％OFF＞道の駅の日キャンペーンプラン,1,0,0,0,0,2,https://img.travel.rakuten.co.jp/image/tr/api/re/IdsCY/?f_no=187885&f_syu=ukitwin&f_hi1=2026-04-15&f_hi2=2026-04-16&f_heya_su=1&f_otona_su=1&f_s1=0&f_s2=0&f_y1=0&f_y2=0&f_y3=0&f_y4=0&f_camp_id=6431378,0,2026-04-15,14520,14520,0
106209,原鶴温泉　ホテルＴＯＰＭＥＧＡ伊藤園,https://img.travel.rakuten.co.jp/image/tr/api/re/pvonD/?f_no=106209,https://img.travel.rakuten.co.jp/image/tr/api/re/vFumt/?f_no=106209&f_flg=PLAN,https://img.travel.rakuten.co.jp/image/tr/api/re/WzozX/?noTomariHotel=106209,https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=106209,とっぷめがいとうえん,川と風と森のリゾート原鶴で、モダン異空間のひとときを・・・,3800,120061.21,470818.79,838-1514,福岡県,朝倉市杷木久喜宮1858-1,094-626-2760,0946-26-2756,大分自動車道杷木インターより車で５分　・　筑後吉井駅よりお車にて１０分,有り　２５台　宿泊者無料　予約不要,筑後吉井,https://img.travel.rakuten.co.jp/share/HOTEL/106209/106209.jpg,https://img.travel.rakuten.co.jp/HIMG/90/106209.jpg,https://img.travel.rakuten.co.jp/share/HOTEL/106209/106209_ru.jpg,https://img.travel.rakuten.co.jp/HIMG/INTERIOR/106209.jpg,https://img.travel.rakuten.co.jp/share/HOTEL/106209/106209map.gif,413.0,3.62,"口コミを読んでレンジがないのは分かっていたので、早めに外で夕飯を済ませて部屋にお酒とおつまみを少し持ち込みゆっくりと不自由なく過…　2026-03-22 22:38:25投稿 <a href=""https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=106209"" class=""3click"">つづきはこちら</a>",styou,【広々１８畳】スタンダード洋室,,,1,0,0,0,0,1,https://img.travel.rakuten.co.jp/image/tr/api/re/IdsCY/?f_no=106209&f_syu=styou&f_hi1=2026-04-15&f_hi2=2026-04-16&f_heya_su=1&f_otona_su=1&f_s1=0&f_s2=0&f_y1=0&f_y2=0&f_y3=0&f_y4=0,1,2026-04-15,4600,4600,0
40373,甘木観光ホテル　甘木館,https://img.travel.rakuten.co.jp/image/tr/api/re/pvonD/?f_no=40373,https://img.travel.rakuten.co.jp/image/tr/api/re/vFumt/?f_no=40373&f_flg=PLAN,https://img.travel.rakuten.co.jp/image/tr/api/re/WzozX/?noTomariHotel=40373,https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=40373,あまぎ　かんこうほてる　あまぎかん,豊富なミネラルを含んだお風呂とサウナ・水風呂が人気のお宿です♪本格和食と毎月変わる大衆演劇もオススメ☆彡,4510,120326.34,470360.69,838-0068,福岡県,朝倉市甘木2091,0946-22-3344,0946-24-1067,西鉄 甘木駅より車で５分／甘木鉄道　甘木駅より車で５分／福岡空港より車で４０分、県道112号線沿い甘木橋横,有り　６０台　無料　先着順,甘木,https://img.travel.rakuten.co.jp/share/HOTEL/40373/40373.jpg,https://img.travel.rakuten.co.jp/HIMG/90/40373.jpg,https://img.travel.rakuten.co.jp/share/HOTEL/40373/40373_ba.jpg,https://img.travel.rakuten.co.jp/HIMG/INTERIOR/40373.jpg,https://img.travel.rakuten.co.jp/share/HOTEL/40373/40373map.gif,56.0,3.43,,single,シングル【本館／バス・トイレ付】,5652879.0,お一人様限定◎甘木館のおもてなしをしっぽり満喫☆彡彡【素泊り：シングル】,1,0,0,0,0,1,https://img.travel.rakuten.co.jp/image/tr/api/re/IdsCY/?f_no=40373&f_syu=single&f_hi1=2026-04-15&f_hi2=2026-04-16&f_heya_su=1&f_otona_su=1&f_s1=0&f_s2=0&f_y1=0&f_y2=0&f_y3=0&f_y4=0&f_camp_id=5652879,0,2026-04-15,6600,6600,0
15772,原鶴温泉　ホテルパーレンス小野屋,https://img.travel.rakuten.co.jp/image/tr/api/re/pvonD/?f_no=15772,https://img.travel.rakuten.co.jp/image/tr/api/re/vFumt/?f_no=15772&f_flg=PLAN,https://img.travel.rakuten.co.jp/image/tr/api/re/WzozX/?noTomariHotel=15772,https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=15772,はらつるおんせん　ばーれんす　おのや,【楽天トラベルアワード9年連続受賞】当館も参加！楽天スーパーSALE！3月超直前割も実施中！！福岡から約60分！,9350,120054.71,470821.42,838-1514,福岡県,朝倉市杷木久喜宮1841-1 ,0946-62-1120,0946-62-2738,福岡市内から約60分！大分自動車道・杷木ＩＣより約5分！名跡『秋月城址』まで車で30分、太宰府まで車で50分,無料100台有り■玄関前以外はバレーサービス■ハイルーフ・マイクロでも安心のアスファルト敷平面,筑後吉井,https://img.travel.rakuten.co.jp/share/HOTEL/15772/15772.jpg,https://img.travel.rakuten.co.jp/HIMG/90/15772.jpg,https://img.travel.rakuten.co.jp/share/HOTEL/15772/15772_wyo.jpg,https://img.travel.rakuten.co.jp/HIMG/INTERIOR/15772.jpg,https://img.travel.rakuten.co.jp/share/HOTEL/15772/15772map.gif,1836.0,4.41,"セルフドリンクサービスや朝…　2026-04-12 00:27:08投稿 <a href=""https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=15772"" class=""3click"">つづきはこちら</a>",wayoushitu,【スタンダードの快適空間】広々過ごせる和洋室16畳◆禁煙,3792694.0,【１泊素泊まり★ビジネス観光におススメ】２種類の源泉が癒しを導く！悠々過ごす温泉三昧プラン！,1,0,0,0,0,1,https://img.travel.rakuten.co.jp/image/tr/api/re/IdsCY/?f_no=15772&f_syu=wayoushitu&f_hi1=2026-04-15&f_hi2=2026-04-16&f_heya_su=1&f_otona_su=1&f_s1=0&f_s2=0&f_y1=0&f_y2=0&f_y3=0&f_y4=0&f_camp_id=3792694,0,2026-04-15,13750,13750,0
195909,杷木松末アウトドアヴィレッジ,https://img.travel.rakuten.co.jp/image/tr/api/re/pvonD/?f_no=195909,https://img.travel.rakuten.co.jp/image/tr/api/re/vFumt/?f_no=195909&f_flg=PLAN,,https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=195909,はきますえあうとどあヴぃれっじ,BBQ・焚火・天然温泉・飲み放題付き◎冷暖房完備のグランピング体験！ご家族や友人と夏のアウトドアを気軽に満喫！,16500,120205.9,471004.94,838-1502,福岡県,朝倉市杷木松末　字相ケ谷849,050-5482-3331,000-000-0000,福岡空港より車で約１時間半、大分自動車道杷木ICより約１０分,有り　２０台　無料　予約不要,福岡空港,https://img.travel.rakuten.co.jp/share/HOTEL/195909/195909.jpg,https://img.travel.rakuten.co.jp/HIMG/90/195909.jpg,,,https://img.travel.rakuten.co.jp/share/HOTEL/195909/195909map.gif,8.0,4.5,,dm3,3名定員DOMEテント 冷暖房完備（ペット可能）,6251712.0,【食材持ち込みプラン】焚き火×飲み放題でまったり時間♪ BBQ機材レンタル無料！(食材なし),1,0,0,0,0,2,https://img.travel.rakuten.co.jp/image/tr/api/re/IdsCY/?f_no=195909&f_syu=dm3&f_hi1=2026-04-15&f_hi2=2026-04-16&f_heya_su=1&f_otona_su=1&f_s1=0&f_s2=0&f_y1=0&f_y2=0&f_y3=0&f_y4=0&f_camp_id=6251712,0,2026-04-15,23100,23100,0
199493,ＲＥＮＶＩ　Ｕｋｉｈａ〜福岡の宿〜／民泊,https://img.travel.rakuten.co.jp/image/tr/api/re/pvonD/?f_no=199493,https://img.travel.rakuten.co.jp/image/tr/api/re/vFumt/?f_no=199493&f_flg=PLAN,,https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=199493,,うきはの一棟貸し。筑後吉井駅徒歩15分。最大9名。,7888,120048.39,470708.56,839-1306,福岡県,うきは市吉井町新治696-1-1,090-7547-8648,00-0000-0000,筑後吉井駅から徒歩で5分,あり,筑後吉井,https://img.travel.rakuten.co.jp/share/HOTEL/199493/199493.jpg,https://img.travel.rakuten.co.jp/HIMG/90/199493.jpg,,,https://img.travel.rakuten.co.jp/share/HOTEL/199493/199493map.gif,,,,r21292_9,RENVI Ukiha〜福岡の宿〜,6417589.0,一棟貸切|最大9名|筑後吉井駅から平坦な道を歩いて15分|空港から車50分|,1,0,0,0,0,2,https://img.travel.rakuten.co.jp/image/tr/api/re/IdsCY/?f_no=199493&f_syu=r21292_9&f_hi1=2026-04-15&f_hi2=2026-04-16&f_heya_su=1&f_otona_su=1&f_s1=0&f_s2=0&f_y1=0&f_y2=0&f_y3=0&f_y4=0&f_camp_id=6417589,0,2026-04-15,34800,34800,0
141342,天然田園温泉ふかほり邸,https://img.travel.rakuten.co.jp/image/tr/api/re/pvonD/?f_no=141342,https://img.travel.rakuten.co.jp/image/tr/api/re/vFumt/?f_no=141342&f_flg=PLAN,https://img.travel.rakuten.co.jp/image/tr/api/re/WzozX/?noTomariHotel=141342,https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=141342,てんねんでんえんおんせんふかほりてい,4千坪の広大な敷地に【露天風呂付き客室が全7室】門をくぐると、広がる非日常空間…。自然食とかけ流し温泉を愉しむ癒しの宿。,47700,119696.04,469776.61,830-0111,福岡県,久留米市三潴町西牟田6552,0942-54-6681,0942-54-6682,ＪＲ鹿児島本線西牟田駅下車、車で約5分。／西鉄大牟田線大善寺駅下車、車で約10分／九州自動車道　広川ICより約20分,有り　１２台　無料　予約不要,西牟田,https://img.travel.rakuten.co.jp/share/HOTEL/141342/141342.jpg,https://img.travel.rakuten.co.jp/HIMG/90/141342.jpg,https://img.travel.rakuten.co.jp/share/HOTEL/141342/141342_kya1.jpg,https://img.travel.rakuten.co.jp/HIMG/INTERIOR/141342.jpg,https://img.travel.rakuten.co.jp/share/HOTEL/141342/141342map.gif,35.0,4.83,,7,【むくろじゅ】プライベートサウナ付のひっそりと佇む旧家母屋,6107932.0,【直前割プラン】空室がある日限定。宿泊3日前から当日8時までのご予約で10％OFF（2食付）,1,1,0,1,0,2,https://img.travel.rakuten.co.jp/image/tr/api/re/IdsCY/?f_no=141342&f_syu=7&f_hi1=2026-04-15&f_hi2=2026-04-16&f_heya_su=1&f_otona_su=1&f_s1=0&f_s2=0&f_y1=0&f_y2=0&f_y3=0&f_y4=0&f_camp_id=6107932,0,2026-04-15,90450,90450,0
192781,蝶がきらめくお宿　雪月花せつげっか,https://img.travel.rakuten.co.jp/image/tr/api/re/pvonD/?f_no=192781,https://img.travel.rakuten.co.jp/image/tr/api/re/vFumt/?f_no=192781&f_flg=PLAN,https://img.travel.rakuten.co.jp/image/tr/api/re/WzozX/?noTomariHotel=192781,https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=192781,ちょうがきらめくおやど　せつげっかせつげっか,トロつる温泉の露天風呂付きお部屋,13000,120060.28,470814.05,838-1521,福岡県,朝倉市杷木志波21-1,0946-23-9988,0946-23-9877,博多駅より日田行 高速バスで約70分。杷木バス停下車タクシー約5分,有り　60台　無料　要予約,福岡空港,https://img.travel.rakuten.co.jp/share/HOTEL/192781/192781.jpg,https://img.travel.rakuten.co.jp/HIMG/90/192781.jpg,,,https://img.travel.rakuten.co.jp/share/HOTEL/192781/192781map.gif,11.0,4.33,,kira,和洋室【綺羅】※禁煙,6253418.0,【直前割×素泊まり】見つけた人はラッキー！お得に素泊まりしませんか♪,1,0,0,0,0,1,https://img.travel.rakuten.co.jp/image/tr/api/re/IdsCY/?f_no=192781&f_syu=kira&f_hi1=2026-04-15&f_hi2=2026-04-16&f_heya_su=1&f_otona_su=1&f_s1=0&f_s2=0&f_y1=0&f_y2=0&f_y3=0&f_y4=0&f_camp_id=6253418,0,2026-04-15,19000,19000,0
198309,泊まれる学び舎＆ジビエＢＢＱ「ひみつ基地小塩」,https://img.travel.rakuten.co.jp/image/tr/api/re/pvonD/?f_no=198309,https://img.travel.rakuten.co.jp/image/tr/api/re/vFumt/?f_no=198309&f_flg=PLAN,,https://img.travel.rakuten.co.jp/image/tr/api/re/gJNfM/?f_hotel_no=198309,とまれるまなびやあんどじびえばーべきゅー「ひみつきちこじお」,2025年11月OPEN！廃校となった小塩小学校を活用した「ひみつ基地」,6200,119907.17,471043.84,839-1412,福岡県,うきは市浮羽町小塩2605-1,050-1721-5595,--,JR久大本線「うきは駅」からタクシーで約15分,駐車場あり（無料・予約不要）,うきは,https://img.travel.rakuten.co.jp/share/HOTEL/198309/198309.jpg,https://img.travel.rakuten.co.jp/HIMG/90/198309.jpg,,,https://img.travel.rakuten.co.jp/share/HOTEL/198309/198309map.gif,2.0,,,001,1年1組,6377107.0,1年1組｜素泊まりプラン　※BBQ機材やアウトドア用品は付属しません。,1,0,0,0,0,1,https://img.travel.rakuten.co.jp/image/tr/api/re/IdsCY/?f_no=198309&f_syu=001&f_hi1=2026-04-15&f_hi2=2026-04-16&f_heya_su=1&f_otona_su=1&f_s1=0&f_s2=0&f_y1=0&f_y2=0&f_y3=0&f_y4=0&f_camp_id=6377107,0,2026-04-15,13000,13000,0
